"row_id","query","mapping","targets_per_query","is_multi_target","entity","predefined_type","contains_npk","contains_precast","contains_insitu","contains_ortbeton","contains_fertigteil"
"572","IfcBeam HOLLOWCORE Stahlbeton C30/37","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","HOLLOWCORE","False","False","False","False","False"
"573","IfcBeam HOLLOWCORE Stahlbeton C30/37 INSITU","Tiefbaubeton","1","False","IfcBeam","HOLLOWCORE","False","False","True","False","False"
"574","IfcBeam HOLLOWCORE Stahlbeton C30/37 PRECAST","Betonfertigteil normalfest","1","False","IfcBeam","HOLLOWCORE","False","True","False","False","False"
"575","IfcBeam HOLLOWCORE Stahlbeton C35/45","Tiefbaubeton | Betonfertigteil hochfest","2","True","IfcBeam","HOLLOWCORE","False","False","False","False","False"
"576","IfcBeam HOLLOWCORE Stahlbeton C35/45 Ortbeton","Tiefbaubeton","1","False","IfcBeam","HOLLOWCORE","False","False","False","True","False"
"577","IfcBeam HOLLOWCORE Stahlbeton C35/45 PRECAST","Betonfertigteil hochfest","1","False","IfcBeam","HOLLOWCORE","False","True","False","False","False"
"578","IfcBeam HOLLOWCORE Stahlbeton C40/50","Tiefbaubeton | Betonfertigteil hochfest","2","True","IfcBeam","HOLLOWCORE","False","False","False","False","False"
"579","IfcBeam HOLLOWCORE Stahlbeton C40/50 Ortbeton","Tiefbaubeton","1","False","IfcBeam","HOLLOWCORE","False","False","False","True","False"
"580","IfcBeam HOLLOWCORE Stahlbeton C40/50 PRECAST","Betonfertigteil hochfest","1","False","IfcBeam","HOLLOWCORE","False","True","False","False","False"
"581","IfcBeam HOLLOWCORE Stahlbeton NPK D","Tiefbaubeton","1","False","IfcBeam","HOLLOWCORE","True","False","False","False","False"
"582","IfcBeam HOLLOWCORE Stahlbeton NPK D C25/30 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","HOLLOWCORE","True","False","False","False","True"
"583","IfcBeam HOLLOWCORE Stahlbeton NPK E","Tiefbaubeton","1","False","IfcBeam","HOLLOWCORE","True","False","False","False","False"
"584","IfcBeam HOLLOWCORE Stahlbeton NPK E C20/25 INSITU","Tiefbaubeton","1","False","IfcBeam","HOLLOWCORE","True","False","True","False","False"
"585","IfcBeam HOLLOWCORE Stahlbeton NPK E C30/37 INSITU","Tiefbaubeton","1","False","IfcBeam","HOLLOWCORE","True","False","True","False","False"
"586","IfcBeam HOLLOWCORE Stahlbeton NPK E C40/50 Ortbeton","Tiefbaubeton","1","False","IfcBeam","HOLLOWCORE","True","False","False","True","False"
"587","IfcBeam HOLLOWCORE Stahlbeton NPK E C40/50 PRECAST","Betonfertigteil hochfest","1","False","IfcBeam","HOLLOWCORE","True","True","False","False","False"
"588","IfcBeam HOLLOWCORE Stahlbeton NPK F","Tiefbaubeton","1","False","IfcBeam","HOLLOWCORE","True","False","False","False","False"
"589","IfcBeam HOLLOWCORE Stahlbeton NPK F C35/45 Ortbeton","Tiefbaubeton","1","False","IfcBeam","HOLLOWCORE","True","False","False","True","False"
"590","IfcBeam HOLLOWCORE Stahlbeton NPK G","Tiefbaubeton","1","False","IfcBeam","HOLLOWCORE","True","False","False","False","False"
"591","IfcBeam HOLLOWCORE Stahlbeton NPK G C20/25 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","HOLLOWCORE","True","False","False","False","True"
"592","IfcBeam HOLLOWCORE Stahlbeton NPK G C25/30 INSITU","Tiefbaubeton","1","False","IfcBeam","HOLLOWCORE","True","False","True","False","False"
"593","IfcBeam HOLLOWCORE Stahlbeton NPK G C30/37 PRECAST","Betonfertigteil normalfest","1","False","IfcBeam","HOLLOWCORE","True","True","False","False","False"
"594","IfcBeam HOLLOWCORE Stahlbeton NPK G C35/45 PRECAST","Betonfertigteil hochfest","1","False","IfcBeam","HOLLOWCORE","True","True","False","False","False"
"595","IfcBeam JOIST S235","Stahlprofil blank","1","False","IfcBeam","JOIST","False","False","False","False","False"
"596","IfcBeam JOIST S355","Stahlprofil blank","1","False","IfcBeam","JOIST","False","False","False","False","False"
"597","IfcBeam JOIST S460","Stahlprofil blank","1","False","IfcBeam","JOIST","False","False","False","False","False"
"598","IfcBeam JOIST Buche","Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau","3","True","IfcBeam","JOIST","False","False","False","False","False"
"599","IfcBeam JOIST Eiche","Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau","3","True","IfcBeam","JOIST","False","False","False","False","False"
"600","IfcBeam JOIST Fichte","Konstruktionsvollholz | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau","4","True","IfcBeam","JOIST","False","False","False","False","False"
"601","IfcBeam JOIST Holz","Balkenschichtholz | Brettschichtholz | Brettsperrholz | Konstruktionsvollholz","4","True","IfcBeam","JOIST","False","False","False","False","False"
"602","IfcBeam JOIST Lärche","Konstruktionsvollholz | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau","4","True","IfcBeam","JOIST","False","False","False","False","False"
"603","IfcBeam JOIST Stahl","Stahlprofil blank","1","False","IfcBeam","JOIST","False","False","False","False","False"
"604","IfcBeam JOIST Stahl S235","Stahlprofil blank","1","False","IfcBeam","JOIST","False","False","False","False","False"
"605","IfcBeam JOIST Stahl S235J0","Stahlprofil blank","1","False","IfcBeam","JOIST","False","False","False","False","False"
"606","IfcBeam JOIST Stahl S235JR","Stahlprofil blank","1","False","IfcBeam","JOIST","False","False","False","False","False"
"607","IfcBeam JOIST Stahl S355","Stahlprofil blank","1","False","IfcBeam","JOIST","False","False","False","False","False"
"608","IfcBeam JOIST Stahl S355J0","Stahlprofil blank","1","False","IfcBeam","JOIST","False","False","False","False","False"
"609","IfcBeam JOIST Stahl S355JR","Stahlprofil blank","1","False","IfcBeam","JOIST","False","False","False","False","False"
"610","IfcBeam JOIST Stahl S460","Stahlprofil blank","1","False","IfcBeam","JOIST","False","False","False","False","False"
"611","IfcBeam JOIST Tanne","Konstruktionsvollholz | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau","4","True","IfcBeam","JOIST","False","False","False","False","False"
"612","IfcBeam PIERCAP Beton","Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest","3","True","IfcBeam","PIERCAP","False","False","False","False","False"
"613","IfcBeam PIERCAP Beton Fertigteil","Betonfertigteil normalfest | Betonfertigteil hochfest","2","True","IfcBeam","PIERCAP","False","False","False","False","True"
"614","IfcBeam PIERCAP Beton INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","True","False","False"
"615","IfcBeam PIERCAP Beton PRECAST","Betonfertigteil normalfest | Betonfertigteil hochfest","2","True","IfcBeam","PIERCAP","False","True","False","False","False"
"616","IfcBeam PIERCAP Beton C20/25","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","PIERCAP","False","False","False","False","False"
"617","IfcBeam PIERCAP Beton C20/25 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","True","False","False"
"618","IfcBeam PIERCAP Beton C20/25 PRECAST","Betonfertigteil normalfest","1","False","IfcBeam","PIERCAP","False","True","False","False","False"
"619","IfcBeam PIERCAP Beton C25/30","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","PIERCAP","False","False","False","False","False"
"620","IfcBeam PIERCAP Beton C25/30 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","True","False","False"
"621","IfcBeam PIERCAP Beton C25/30 PRECAST","Betonfertigteil normalfest","1","False","IfcBeam","PIERCAP","False","True","False","False","False"
"622","IfcBeam PIERCAP Beton C30/37","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","PIERCAP","False","False","False","False","False"
"623","IfcBeam PIERCAP Beton C30/37 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","PIERCAP","False","False","False","False","True"
"624","IfcBeam PIERCAP Beton C30/37 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","True","False","False"
"625","IfcBeam PIERCAP Beton C35/45","Tiefbaubeton | Betonfertigteil hochfest","2","True","IfcBeam","PIERCAP","False","False","False","False","False"
"626","IfcBeam PIERCAP Beton C35/45 Fertigteil","Betonfertigteil hochfest","1","False","IfcBeam","PIERCAP","False","False","False","False","True"
"627","IfcBeam PIERCAP Beton C35/45 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","True","False","False"
"628","IfcBeam PIERCAP Beton C40/50","Tiefbaubeton | Betonfertigteil hochfest","2","True","IfcBeam","PIERCAP","False","False","False","False","False"
"629","IfcBeam PIERCAP Beton C40/50 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","True","False","False"
"630","IfcBeam PIERCAP Beton C40/50 PRECAST","Betonfertigteil hochfest","1","False","IfcBeam","PIERCAP","False","True","False","False","False"
"631","IfcBeam PIERCAP Beton NPK D","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","False","False","False"
"632","IfcBeam PIERCAP Beton NPK D C25/30 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","True","False","False"
"633","IfcBeam PIERCAP Beton NPK D C30/37 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","PIERCAP","True","False","False","False","True"
"634","IfcBeam PIERCAP Beton NPK D C40/50 PRECAST","Betonfertigteil hochfest","1","False","IfcBeam","PIERCAP","True","True","False","False","False"
"635","IfcBeam PIERCAP Beton NPK E","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","False","False","False"
"636","IfcBeam PIERCAP Beton NPK E C25/30 PRECAST","Betonfertigteil normalfest","1","False","IfcBeam","PIERCAP","True","True","False","False","False"
"637","IfcBeam PIERCAP Beton NPK E C30/37 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","True","False","False"
"638","IfcBeam PIERCAP Beton NPK E C35/45 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","True","False","False"
"639","IfcBeam PIERCAP Beton NPK E C40/50 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","True","False","False"
"640","IfcBeam PIERCAP Beton NPK F","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","False","False","False"
"641","IfcBeam PIERCAP Beton NPK F C20/25 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","True","False","False"
"642","IfcBeam PIERCAP Beton NPK F C35/45 Fertigteil","Betonfertigteil hochfest","1","False","IfcBeam","PIERCAP","True","False","False","False","True"
"643","IfcBeam PIERCAP Beton NPK G","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","False","False","False"
"644","IfcBeam PIERCAP Beton NPK G C20/25 PRECAST","Betonfertigteil normalfest","1","False","IfcBeam","PIERCAP","True","True","False","False","False"
"645","IfcBeam PIERCAP Stahlbeton","Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest","3","True","IfcBeam","PIERCAP","False","False","False","False","False"
"646","IfcBeam PIERCAP Stahlbeton Fertigteil","Betonfertigteil normalfest | Betonfertigteil hochfest","2","True","IfcBeam","PIERCAP","False","False","False","False","True"
"647","IfcBeam PIERCAP Stahlbeton INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","True","False","False"
"648","IfcBeam PIERCAP Stahlbeton Ortbeton","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","False","True","False"
"649","IfcBeam PIERCAP Stahlbeton PRECAST","Betonfertigteil normalfest | Betonfertigteil hochfest","2","True","IfcBeam","PIERCAP","False","True","False","False","False"
"650","IfcBeam PIERCAP Stahlbeton C20/25","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","PIERCAP","False","False","False","False","False"
"651","IfcBeam PIERCAP Stahlbeton C20/25 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","PIERCAP","False","False","False","False","True"
"652","IfcBeam PIERCAP Stahlbeton C20/25 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","True","False","False"
"653","IfcBeam PIERCAP Stahlbeton C25/30","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","PIERCAP","False","False","False","False","False"
"654","IfcBeam PIERCAP Stahlbeton C25/30 Ortbeton","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","False","True","False"
"655","IfcBeam PIERCAP Stahlbeton C25/30 PRECAST","Betonfertigteil normalfest","1","False","IfcBeam","PIERCAP","False","True","False","False","False"
"656","IfcBeam PIERCAP Stahlbeton C30/37","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","PIERCAP","False","False","False","False","False"
"657","IfcBeam PIERCAP Stahlbeton C30/37 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","PIERCAP","False","False","False","False","True"
"658","IfcBeam PIERCAP Stahlbeton C30/37 Ortbeton","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","False","True","False"
"659","IfcBeam PIERCAP Stahlbeton C35/45","Tiefbaubeton | Betonfertigteil hochfest","2","True","IfcBeam","PIERCAP","False","False","False","False","False"
"660","IfcBeam PIERCAP Stahlbeton C35/45 Fertigteil","Betonfertigteil hochfest","1","False","IfcBeam","PIERCAP","False","False","False","False","True"
"661","IfcBeam PIERCAP Stahlbeton C35/45 Ortbeton","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","False","True","False"
"662","IfcBeam PIERCAP Stahlbeton C40/50","Tiefbaubeton | Betonfertigteil hochfest","2","True","IfcBeam","PIERCAP","False","False","False","False","False"
"663","IfcBeam PIERCAP Stahlbeton C40/50 Fertigteil","Betonfertigteil hochfest","1","False","IfcBeam","PIERCAP","False","False","False","False","True"
"664","IfcBeam PIERCAP Stahlbeton C40/50 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","False","False","True","False","False"
"665","IfcBeam PIERCAP Stahlbeton NPK D","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","False","False","False"
"666","IfcBeam PIERCAP Stahlbeton NPK D C20/25 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","True","False","False"
"667","IfcBeam PIERCAP Stahlbeton NPK D C30/37 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","PIERCAP","True","False","False","False","True"
"668","IfcBeam PIERCAP Stahlbeton NPK D C40/50 Fertigteil","Betonfertigteil hochfest","1","False","IfcBeam","PIERCAP","True","False","False","False","True"
"669","IfcBeam PIERCAP Stahlbeton NPK E","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","False","False","False"
"670","IfcBeam PIERCAP Stahlbeton NPK E C20/25 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","PIERCAP","True","False","False","False","True"
"671","IfcBeam PIERCAP Stahlbeton NPK E C25/30 Ortbeton","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","False","True","False"
"672","IfcBeam PIERCAP Stahlbeton NPK E C30/37 Ortbeton","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","False","True","False"
"673","IfcBeam PIERCAP Stahlbeton NPK F","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","False","False","False"
"674","IfcBeam PIERCAP Stahlbeton NPK F C35/45 Ortbeton","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","False","True","False"
"675","IfcBeam PIERCAP Stahlbeton NPK F C40/50 INSITU","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","True","False","False"
"676","IfcBeam PIERCAP Stahlbeton NPK G","Tiefbaubeton","1","False","IfcBeam","PIERCAP","True","False","False","False","False"
"677","IfcBeam PIERCAP Stahlbeton NPK G C25/30 PRECAST","Betonfertigteil normalfest","1","False","IfcBeam","PIERCAP","True","True","False","False","False"
"678","IfcBeam PIERCAP Stahlbeton NPK G C35/45 Fertigteil","Betonfertigteil hochfest","1","False","IfcBeam","PIERCAP","True","False","False","False","True"
"679","IfcBeam T_BEAM Beton","Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest","3","True","IfcBeam","T_BEAM","False","False","False","False","False"
"680","IfcBeam T_BEAM Beton Fertigteil","Betonfertigteil normalfest | Betonfertigteil hochfest","2","True","IfcBeam","T_BEAM","False","False","False","False","True"
"681","IfcBeam T_BEAM Beton INSITU","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","True","False","False"
"682","IfcBeam T_BEAM Beton Ortbeton","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","False","True","False"
"683","IfcBeam T_BEAM Beton PRECAST","Betonfertigteil normalfest | Betonfertigteil hochfest","2","True","IfcBeam","T_BEAM","False","True","False","False","False"
"684","IfcBeam T_BEAM Beton C20/25","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","T_BEAM","False","False","False","False","False"
"685","IfcBeam T_BEAM Beton C20/25 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","T_BEAM","False","False","False","False","True"
"686","IfcBeam T_BEAM Beton C20/25 INSITU","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","True","False","False"
"687","IfcBeam T_BEAM Beton C25/30","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","T_BEAM","False","False","False","False","False"
"688","IfcBeam T_BEAM Beton C25/30 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","T_BEAM","False","False","False","False","True"
"689","IfcBeam T_BEAM Beton C25/30 Ortbeton","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","False","True","False"
"690","IfcBeam T_BEAM Beton C30/37","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","T_BEAM","False","False","False","False","False"
"691","IfcBeam T_BEAM Beton C30/37 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","T_BEAM","False","False","False","False","True"
"692","IfcBeam T_BEAM Beton C30/37 Ortbeton","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","False","True","False"
"693","IfcBeam T_BEAM Beton C35/45","Tiefbaubeton | Betonfertigteil hochfest","2","True","IfcBeam","T_BEAM","False","False","False","False","False"
"694","IfcBeam T_BEAM Beton C35/45 Ortbeton","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","False","True","False"
"695","IfcBeam T_BEAM Beton C35/45 PRECAST","Betonfertigteil hochfest","1","False","IfcBeam","T_BEAM","False","True","False","False","False"
"696","IfcBeam T_BEAM Beton C40/50","Tiefbaubeton | Betonfertigteil hochfest","2","True","IfcBeam","T_BEAM","False","False","False","False","False"
"697","IfcBeam T_BEAM Beton C40/50 Fertigteil","Betonfertigteil hochfest","1","False","IfcBeam","T_BEAM","False","False","False","False","True"
"698","IfcBeam T_BEAM Beton C40/50 INSITU","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","True","False","False"
"699","IfcBeam T_BEAM Beton NPK E","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","False","False","False"
"700","IfcBeam T_BEAM Beton NPK E C30/37 Ortbeton","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","False","True","False"
"701","IfcBeam T_BEAM Beton NPK F","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","False","False","False"
"702","IfcBeam T_BEAM Beton NPK F C20/25 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","T_BEAM","True","False","False","False","True"
"703","IfcBeam T_BEAM Beton NPK F C20/25 INSITU","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","True","False","False"
"704","IfcBeam T_BEAM Beton NPK F C25/30 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","T_BEAM","True","False","False","False","True"
"705","IfcBeam T_BEAM Beton NPK F C25/30 Ortbeton","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","False","True","False"
"706","IfcBeam T_BEAM Beton NPK F C35/45 Ortbeton","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","False","True","False"
"707","IfcBeam T_BEAM Beton NPK G","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","False","False","False"
"708","IfcBeam T_BEAM Beton NPK G C30/37 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","T_BEAM","True","False","False","False","True"
"709","IfcBeam T_BEAM Beton NPK G C35/45 PRECAST","Betonfertigteil hochfest","1","False","IfcBeam","T_BEAM","True","True","False","False","False"
"710","IfcBeam T_BEAM Beton NPK G C40/50 Fertigteil","Betonfertigteil hochfest","1","False","IfcBeam","T_BEAM","True","False","False","False","True"
"711","IfcBeam T_BEAM Beton NPK G C40/50 INSITU","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","True","False","False"
"712","IfcBeam T_BEAM Stahlbeton","Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest","3","True","IfcBeam","T_BEAM","False","False","False","False","False"
"713","IfcBeam T_BEAM Stahlbeton Fertigteil","Betonfertigteil normalfest | Betonfertigteil hochfest","2","True","IfcBeam","T_BEAM","False","False","False","False","True"
"714","IfcBeam T_BEAM Stahlbeton INSITU","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","True","False","False"
"715","IfcBeam T_BEAM Stahlbeton Ortbeton","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","False","True","False"
"716","IfcBeam T_BEAM Stahlbeton PRECAST","Betonfertigteil normalfest | Betonfertigteil hochfest","2","True","IfcBeam","T_BEAM","False","True","False","False","False"
"717","IfcBeam T_BEAM Stahlbeton C20/25","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","T_BEAM","False","False","False","False","False"
"718","IfcBeam T_BEAM Stahlbeton C20/25 INSITU","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","True","False","False"
"719","IfcBeam T_BEAM Stahlbeton C20/25 PRECAST","Betonfertigteil normalfest","1","False","IfcBeam","T_BEAM","False","True","False","False","False"
"720","IfcBeam T_BEAM Stahlbeton C25/30","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","T_BEAM","False","False","False","False","False"
"721","IfcBeam T_BEAM Stahlbeton C25/30 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","T_BEAM","False","False","False","False","True"
"722","IfcBeam T_BEAM Stahlbeton C25/30 INSITU","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","True","False","False"
"723","IfcBeam T_BEAM Stahlbeton C30/37","Tiefbaubeton | Betonfertigteil normalfest","2","True","IfcBeam","T_BEAM","False","False","False","False","False"
"724","IfcBeam T_BEAM Stahlbeton C30/37 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","T_BEAM","False","False","False","False","True"
"725","IfcBeam T_BEAM Stahlbeton C30/37 Ortbeton","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","False","True","False"
"726","IfcBeam T_BEAM Stahlbeton C35/45","Tiefbaubeton | Betonfertigteil hochfest","2","True","IfcBeam","T_BEAM","False","False","False","False","False"
"727","IfcBeam T_BEAM Stahlbeton C35/45 INSITU","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","True","False","False"
"728","IfcBeam T_BEAM Stahlbeton C35/45 PRECAST","Betonfertigteil hochfest","1","False","IfcBeam","T_BEAM","False","True","False","False","False"
"729","IfcBeam T_BEAM Stahlbeton C40/50","Tiefbaubeton | Betonfertigteil hochfest","2","True","IfcBeam","T_BEAM","False","False","False","False","False"
"730","IfcBeam T_BEAM Stahlbeton C40/50 Ortbeton","Tiefbaubeton","1","False","IfcBeam","T_BEAM","False","False","False","True","False"
"731","IfcBeam T_BEAM Stahlbeton C40/50 PRECAST","Betonfertigteil hochfest","1","False","IfcBeam","T_BEAM","False","True","False","False","False"
"732","IfcBeam T_BEAM Stahlbeton NPK D","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","False","False","False"
"733","IfcBeam T_BEAM Stahlbeton NPK D C25/30 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","T_BEAM","True","False","False","False","True"
"734","IfcBeam T_BEAM Stahlbeton NPK E","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","False","False","False"
"735","IfcBeam T_BEAM Stahlbeton NPK E C35/45 INSITU","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","True","False","False"
"736","IfcBeam T_BEAM Stahlbeton NPK E C40/50 Ortbeton","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","False","True","False"
"737","IfcBeam T_BEAM Stahlbeton NPK F","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","False","False","False"
"738","IfcBeam T_BEAM Stahlbeton NPK F C30/37 Ortbeton","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","False","True","False"
"739","IfcBeam T_BEAM Stahlbeton NPK G","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","False","False","False"
"740","IfcBeam T_BEAM Stahlbeton NPK G C20/25 INSITU","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","True","False","False"
"741","IfcBeam T_BEAM Stahlbeton NPK G C20/25 PRECAST","Betonfertigteil normalfest","1","False","IfcBeam","T_BEAM","True","True","False","False","False"
"742","IfcBeam T_BEAM Stahlbeton NPK G C25/30 INSITU","Tiefbaubeton","1","False","IfcBeam","T_BEAM","True","False","True","False","False"
"743","IfcBeam T_BEAM Stahlbeton NPK G C30/37 Fertigteil","Betonfertigteil normalfest","1","False","IfcBeam","T_BEAM","True","False","False","False","True"
"744","IfcBeam T_BEAM Stahlbeton NPK G C35/45 PRECAST","Betonfertigteil hochfest","1","False","IfcBeam","T_BEAM","True","True","False","False","False"
"745","IfcBeam T_BEAM Stahlbeton NPK G C40/50 PRECAST","Betonfertigteil hochfest","1","False","IfcBeam","T_BEAM","True","True","False","False","False"
"746","IfcBearing S235","Stahlblech verzinkt","1","False","IfcBearing","","False","False","False","False","False"
"747","IfcBearing S355","Stahlblech verzinkt","1","False","IfcBearing","","False","False","False","False","False"
"748","IfcBearing S460","Stahlblech verzinkt","1","False","IfcBearing","","False","False","False","False","False"
"749","IfcBearing Elastomer","Polyurethan PUR PIR | Kautschukdichtungsmasse | Dichtungsbahn Gummi EPDM","3","True","IfcBearing","","False","False","False","False","False"
"750","IfcBearing Kunststoff","Polyurethan PUR PIR | Kautschukdichtungsmasse | Dichtungsbahn Gummi EPDM","3","True","IfcBearing","","False","False","False","False","False"
"751","IfcBearing Stahl","Stahlblech verzinkt","1","False","IfcBearing","","False","False","False","False","False"
"752","IfcBearing Stahl S235","Stahlblech verzinkt","1","False","IfcBearing","","False","False","False","False","False"
"753","IfcBearing Stahl S235J0","Stahlblech verzinkt","1","False","IfcBearing","","False","False","False","False","False"
"754","IfcBearing Stahl S235JR","Stahlblech verzinkt","1","False","IfcBearing","","False","False","False","False","False"
"755","IfcBearing Stahl S355","Stahlblech verzinkt","1","False","IfcBearing","","False","False","False","False","False"
"756","IfcBearing Stahl S355J0","Stahlblech verzinkt","1","False","IfcBearing","","False","False","False","False","False"
"757","IfcBearing Stahl S355JR","Stahlblech verzinkt","1","False","IfcBearing","","False","False","False","False","False"
"758","IfcBearing Stahl S460","Stahlblech verzinkt","1","False","IfcBearing","","False","False","False","False","False"
"759","IfcBearing CYLINDRICAL S235","Stahlblech verzinkt","1","False","IfcBearing","CYLINDRICAL","False","False","False","False","False"
