"row_id","entity","target"
"1355","IfcColumn","Stahlblech blank"
"1355","IfcColumn","Stahlprofil blank"
"1356","IfcColumn","Tiefbaubeton"
"1356","IfcColumn","Betonfertigteil normalfest"
"1356","IfcColumn","Betonfertigteil hochfest"
"1357","IfcColumn","Betonfertigteil normalfest"
"1357","IfcColumn","Betonfertigteil hochfest"
"1358","IfcColumn","Tiefbaubeton"
"1359","IfcColumn","Tiefbaubeton"
"1360","IfcColumn","Betonfertigteil normalfest"
"1360","IfcColumn","Betonfertigteil hochfest"
"1361","IfcColumn","Tiefbaubeton"
"1361","IfcColumn","Betonfertigteil normalfest"
"1362","IfcColumn","Tiefbaubeton"
"1363","IfcColumn","Betonfertigteil normalfest"
"1364","IfcColumn","Tiefbaubeton"
"1364","IfcColumn","Betonfertigteil normalfest"
"1365","IfcColumn","Tiefbaubeton"
"1366","IfcColumn","Betonfertigteil normalfest"
"1367","IfcColumn","Tiefbaubeton"
"1367","IfcColumn","Betonfertigteil normalfest"
"1368","IfcColumn","Tiefbaubeton"
"1369","IfcColumn","Betonfertigteil normalfest"
"1370","IfcColumn","Tiefbaubeton"
"1370","IfcColumn","Betonfertigteil hochfest"
"1371","IfcColumn","Tiefbaubeton"
"1372","IfcColumn","Betonfertigteil hochfest"
"1373","IfcColumn","Tiefbaubeton"
"1373","IfcColumn","Betonfertigteil hochfest"
"1374","IfcColumn","Betonfertigteil hochfest"
"1375","IfcColumn","Tiefbaubeton"
"1376","IfcColumn","Tiefbaubeton"
"1377","IfcColumn","Betonfertigteil normalfest"
"1378","IfcColumn","Tiefbaubeton"
"1379","IfcColumn","Tiefbaubeton"
"1380","IfcColumn","Tiefbaubeton"
"1381","IfcColumn","Tiefbaubeton"
"1382","IfcColumn","Betonfertigteil normalfest"
"1383","IfcColumn","Tiefbaubeton"
"1384","IfcColumn","Betonfertigteil hochfest"
"1385","IfcColumn","Tiefbaubeton"
"1386","IfcColumn","Tiefbaubeton"
"1387","IfcColumn","Betonfertigteil normalfest"
"1388","IfcColumn","Tiefbaubeton"
"1389","IfcColumn","Betonfertigteil hochfest"
"1390","IfcColumn","Stahlblech blank"
"1390","IfcColumn","Stahlprofil blank"
"1391","IfcColumn","Stahlblech blank"
"1391","IfcColumn","Stahlprofil blank"
"1392","IfcColumn","Stahlblech blank"
"1392","IfcColumn","Stahlprofil blank"
"1393","IfcColumn","Stahlblech blank"
"1393","IfcColumn","Stahlprofil blank"
"1394","IfcColumn","Stahlblech blank"
"1394","IfcColumn","Stahlprofil blank"
"1395","IfcColumn","Stahlblech blank"
"1395","IfcColumn","Stahlprofil blank"
"1396","IfcColumn","Stahlblech blank"
"1396","IfcColumn","Stahlprofil blank"
"1397","IfcColumn","Stahlblech blank"
"1397","IfcColumn","Stahlprofil blank"
"1398","IfcColumn","Tiefbaubeton"
"1398","IfcColumn","Betonfertigteil normalfest"
"1398","IfcColumn","Betonfertigteil hochfest"
"1399","IfcColumn","Betonfertigteil normalfest"
"1399","IfcColumn","Betonfertigteil hochfest"
"1400","IfcColumn","Tiefbaubeton"
"1401","IfcColumn","Tiefbaubeton"
"1402","IfcColumn","Betonfertigteil normalfest"
"1402","IfcColumn","Betonfertigteil hochfest"
"1403","IfcColumn","Tiefbaubeton"
"1403","IfcColumn","Betonfertigteil normalfest"
"1404","IfcColumn","Betonfertigteil normalfest"
"1405","IfcColumn","Tiefbaubeton"
"1406","IfcColumn","Tiefbaubeton"
"1406","IfcColumn","Betonfertigteil normalfest"
"1407","IfcColumn","Betonfertigteil normalfest"
"1408","IfcColumn","Tiefbaubeton"
"1409","IfcColumn","Tiefbaubeton"
"1409","IfcColumn","Betonfertigteil normalfest"
"1410","IfcColumn","Betonfertigteil normalfest"
"1411","IfcColumn","Tiefbaubeton"
"1412","IfcColumn","Tiefbaubeton"
"1412","IfcColumn","Betonfertigteil hochfest"
"1413","IfcColumn","Tiefbaubeton"
"1414","IfcColumn","Betonfertigteil hochfest"
"1415","IfcColumn","Tiefbaubeton"
"1415","IfcColumn","Betonfertigteil hochfest"
"1416","IfcColumn","Tiefbaubeton"
"1417","IfcColumn","Betonfertigteil hochfest"
"1418","IfcColumn","Tiefbaubeton"
"1419","IfcColumn","Tiefbaubeton"
"1420","IfcColumn","Tiefbaubeton"
"1421","IfcColumn","Betonfertigteil normalfest"
"1422","IfcColumn","Betonfertigteil normalfest"
"1423","IfcColumn","Tiefbaubeton"
"1424","IfcColumn","Betonfertigteil normalfest"
"1425","IfcColumn","Tiefbaubeton"
"1426","IfcColumn","Tiefbaubeton"
"1427","IfcColumn","Tiefbaubeton"
"1428","IfcColumn","Tiefbaubeton"
"1429","IfcColumn","Betonfertigteil hochfest"
"1430","IfcColumn","Betonfertigteil hochfest"
"1431","IfcColumn","Tiefbaubeton"
"1431","IfcColumn","Betonfertigteil normalfest"
"1431","IfcColumn","Betonfertigteil hochfest"
"1432","IfcColumn","Betonfertigteil normalfest"
"1432","IfcColumn","Betonfertigteil hochfest"
"1433","IfcColumn","Tiefbaubeton"
"1434","IfcColumn","Tiefbaubeton"
"1435","IfcColumn","Betonfertigteil normalfest"
"1435","IfcColumn","Betonfertigteil hochfest"
"1436","IfcColumn","Tiefbaubeton"
"1436","IfcColumn","Betonfertigteil normalfest"
"1437","IfcColumn","Tiefbaubeton"
"1438","IfcColumn","Betonfertigteil normalfest"
"1439","IfcColumn","Tiefbaubeton"
"1439","IfcColumn","Betonfertigteil normalfest"
"1440","IfcColumn","Tiefbaubeton"
"1441","IfcColumn","Betonfertigteil normalfest"
"1442","IfcColumn","Tiefbaubeton"
"1442","IfcColumn","Betonfertigteil normalfest"
"1443","IfcColumn","Betonfertigteil normalfest"
"1444","IfcColumn","Tiefbaubeton"
"1445","IfcColumn","Tiefbaubeton"
"1445","IfcColumn","Betonfertigteil hochfest"
"1446","IfcColumn","Tiefbaubeton"
"1447","IfcColumn","Betonfertigteil hochfest"
"1448","IfcColumn","Tiefbaubeton"
"1448","IfcColumn","Betonfertigteil hochfest"
"1449","IfcColumn","Tiefbaubeton"
"1450","IfcColumn","Betonfertigteil hochfest"
"1451","IfcColumn","Tiefbaubeton"
"1452","IfcColumn","Betonfertigteil normalfest"
"1453","IfcColumn","Betonfertigteil normalfest"
"1454","IfcColumn","Tiefbaubeton"
"1455","IfcColumn","Tiefbaubeton"
"1456","IfcColumn","Betonfertigteil hochfest"
"1457","IfcColumn","Tiefbaubeton"
"1458","IfcColumn","Tiefbaubeton"
"1459","IfcColumn","Tiefbaubeton"
"1460","IfcColumn","Betonfertigteil normalfest"
"1461","IfcColumn","Tiefbaubeton"
"1462","IfcColumn","Betonfertigteil hochfest"
"1463","IfcColumn","Tiefbaubeton"
"1463","IfcColumn","Betonfertigteil normalfest"
"1463","IfcColumn","Betonfertigteil hochfest"
"1464","IfcColumn","Betonfertigteil normalfest"
"1464","IfcColumn","Betonfertigteil hochfest"
"1465","IfcColumn","Tiefbaubeton"
"1466","IfcColumn","Tiefbaubeton"
"1467","IfcColumn","Betonfertigteil normalfest"
"1467","IfcColumn","Betonfertigteil hochfest"
"1468","IfcColumn","Tiefbaubeton"
"1468","IfcColumn","Betonfertigteil normalfest"
"1469","IfcColumn","Tiefbaubeton"
"1470","IfcColumn","Betonfertigteil normalfest"
"1471","IfcColumn","Tiefbaubeton"
"1471","IfcColumn","Betonfertigteil normalfest"
"1472","IfcColumn","Betonfertigteil normalfest"
"1473","IfcColumn","Tiefbaubeton"
"1474","IfcColumn","Tiefbaubeton"
"1474","IfcColumn","Betonfertigteil normalfest"
"1475","IfcColumn","Tiefbaubeton"
"1476","IfcColumn","Betonfertigteil normalfest"
"1477","IfcColumn","Tiefbaubeton"
"1477","IfcColumn","Betonfertigteil hochfest"
"1478","IfcColumn","Betonfertigteil hochfest"
"1479","IfcColumn","Tiefbaubeton"
"1480","IfcColumn","Tiefbaubeton"
"1480","IfcColumn","Betonfertigteil hochfest"
"1481","IfcColumn","Betonfertigteil hochfest"
"1482","IfcColumn","Tiefbaubeton"
"1483","IfcColumn","Tiefbaubeton"
"1484","IfcColumn","Betonfertigteil normalfest"
"1485","IfcColumn","Betonfertigteil hochfest"
"1486","IfcColumn","Tiefbaubeton"
"1487","IfcColumn","Tiefbaubeton"
"1488","IfcColumn","Tiefbaubeton"
"1489","IfcColumn","Betonfertigteil normalfest"
"1490","IfcColumn","Tiefbaubeton"
"1491","IfcColumn","Tiefbaubeton"
"1492","IfcColumn","Tiefbaubeton"
"1493","IfcColumn","Tiefbaubeton"
"1494","IfcColumn","Betonfertigteil normalfest"
"1495","IfcColumn","Tiefbaubeton"
"1496","IfcColumn","Betonfertigteil hochfest"
"1497","IfcColumn","Tiefbaubeton"
"1497","IfcColumn","Betonfertigteil normalfest"
"1497","IfcColumn","Betonfertigteil hochfest"
"1498","IfcColumn","Betonfertigteil normalfest"
"1498","IfcColumn","Betonfertigteil hochfest"
"1499","IfcColumn","Tiefbaubeton"
"1500","IfcColumn","Tiefbaubeton"
"1501","IfcColumn","Betonfertigteil normalfest"
"1501","IfcColumn","Betonfertigteil hochfest"
"1502","IfcColumn","Tiefbaubeton"
"1502","IfcColumn","Betonfertigteil normalfest"
"1503","IfcColumn","Tiefbaubeton"
"1504","IfcColumn","Betonfertigteil normalfest"
"1505","IfcColumn","Tiefbaubeton"
"1505","IfcColumn","Betonfertigteil normalfest"
"1506","IfcColumn","Tiefbaubeton"
"1507","IfcColumn","Betonfertigteil normalfest"
"1508","IfcColumn","Tiefbaubeton"
"1508","IfcColumn","Betonfertigteil normalfest"
"1509","IfcColumn","Betonfertigteil normalfest"
"1510","IfcColumn","Tiefbaubeton"
"1511","IfcColumn","Tiefbaubeton"
"1511","IfcColumn","Betonfertigteil hochfest"
"1512","IfcColumn","Tiefbaubeton"
"1513","IfcColumn","Betonfertigteil hochfest"
"1514","IfcColumn","Tiefbaubeton"
"1514","IfcColumn","Betonfertigteil hochfest"
"1515","IfcColumn","Betonfertigteil hochfest"
"1516","IfcColumn","Tiefbaubeton"
"1517","IfcColumn","Tiefbaubeton"
"1518","IfcColumn","Tiefbaubeton"
"1519","IfcColumn","Betonfertigteil normalfest"
"1520","IfcColumn","Tiefbaubeton"
"1521","IfcColumn","Tiefbaubeton"
"1522","IfcColumn","Tiefbaubeton"
"1523","IfcColumn","Tiefbaubeton"
"1524","IfcColumn","Tiefbaubeton"
"1525","IfcColumn","Betonfertigteil hochfest"
"1526","IfcColumn","Tiefbaubeton"
"1527","IfcColumn","Betonfertigteil normalfest"
"1528","IfcColumn","Betonfertigteil normalfest"
"1529","IfcColumn","Tiefbaubeton"
"1530","IfcColumn","Betonfertigteil hochfest"
"1531","IfcColumn","Tiefbaubeton"
"1531","IfcColumn","Betonfertigteil normalfest"
"1531","IfcColumn","Betonfertigteil hochfest"
"1532","IfcColumn","Betonfertigteil normalfest"
"1532","IfcColumn","Betonfertigteil hochfest"
"1533","IfcColumn","Tiefbaubeton"
"1534","IfcColumn","Tiefbaubeton"
"1535","IfcColumn","Betonfertigteil normalfest"
"1535","IfcColumn","Betonfertigteil hochfest"
"1536","IfcColumn","Tiefbaubeton"
"1536","IfcColumn","Betonfertigteil normalfest"
"1537","IfcColumn","Betonfertigteil normalfest"
"1538","IfcColumn","Tiefbaubeton"
"1539","IfcColumn","Tiefbaubeton"
"1539","IfcColumn","Betonfertigteil normalfest"
"1540","IfcColumn","Betonfertigteil normalfest"
"1541","IfcColumn","Tiefbaubeton"
"1542","IfcColumn","Tiefbaubeton"
"1542","IfcColumn","Betonfertigteil normalfest"
"1543","IfcColumn","Tiefbaubeton"
"1544","IfcColumn","Betonfertigteil normalfest"
"1545","IfcColumn","Tiefbaubeton"
"1545","IfcColumn","Betonfertigteil hochfest"
"1546","IfcColumn","Betonfertigteil hochfest"
"1547","IfcColumn","Tiefbaubeton"
"1548","IfcColumn","Tiefbaubeton"
"1548","IfcColumn","Betonfertigteil hochfest"
"1549","IfcColumn","Betonfertigteil hochfest"
"1550","IfcColumn","Tiefbaubeton"
"1551","IfcColumn","Tiefbaubeton"
"1552","IfcColumn","Tiefbaubeton"
"1553","IfcColumn","Betonfertigteil hochfest"
"1554","IfcColumn","Tiefbaubeton"
"1555","IfcColumn","Tiefbaubeton"
"1556","IfcColumn","Betonfertigteil normalfest"
"1557","IfcColumn","Betonfertigteil hochfest"
"1558","IfcColumn","Tiefbaubeton"
"1559","IfcColumn","Tiefbaubeton"
"1560","IfcColumn","Tiefbaubeton"
"1561","IfcColumn","Tiefbaubeton"
"1562","IfcColumn","Betonfertigteil normalfest"
"1563","IfcColumn","Tiefbaubeton"
"1564","IfcColumn","Betonfertigteil normalfest"
"1565","IfcColumn","Tiefbaubeton"
"1565","IfcColumn","Betonfertigteil normalfest"
"1565","IfcColumn","Betonfertigteil hochfest"
"1566","IfcColumn","Betonfertigteil normalfest"
"1566","IfcColumn","Betonfertigteil hochfest"
"1567","IfcColumn","Tiefbaubeton"
"1568","IfcColumn","Tiefbaubeton"
"1569","IfcColumn","Betonfertigteil normalfest"
"1569","IfcColumn","Betonfertigteil hochfest"
"1570","IfcColumn","Tiefbaubeton"
"1570","IfcColumn","Betonfertigteil normalfest"
"1571","IfcColumn","Tiefbaubeton"
"1572","IfcColumn","Betonfertigteil normalfest"
"1573","IfcColumn","Tiefbaubeton"
"1573","IfcColumn","Betonfertigteil normalfest"
"1574","IfcColumn","Tiefbaubeton"
"1575","IfcColumn","Betonfertigteil normalfest"
"1576","IfcColumn","Tiefbaubeton"
"1576","IfcColumn","Betonfertigteil normalfest"
"1577","IfcColumn","Betonfertigteil normalfest"
"1578","IfcColumn","Tiefbaubeton"
"1579","IfcColumn","Tiefbaubeton"
"1579","IfcColumn","Betonfertigteil hochfest"
"1580","IfcColumn","Betonfertigteil hochfest"
"1581","IfcColumn","Tiefbaubeton"
"1582","IfcColumn","Tiefbaubeton"
"1582","IfcColumn","Betonfertigteil hochfest"
"1583","IfcColumn","Betonfertigteil hochfest"
"1584","IfcColumn","Tiefbaubeton"
"1585","IfcColumn","Tiefbaubeton"
"1586","IfcColumn","Betonfertigteil normalfest"
"1587","IfcColumn","Tiefbaubeton"
"1588","IfcColumn","Tiefbaubeton"
"1589","IfcColumn","Tiefbaubeton"
"1590","IfcColumn","Tiefbaubeton"
"1591","IfcColumn","Tiefbaubeton"
"1592","IfcColumn","Betonfertigteil normalfest"
"1593","IfcColumn","Betonfertigteil hochfest"
"1594","IfcColumn","Tiefbaubeton"
"1595","IfcColumn","Tiefbaubeton"
"1596","IfcColumn","Betonfertigteil normalfest"
"1597","IfcColumn","Betonfertigteil hochfest"
"1598","IfcColumn","Tiefbaubeton"
"1598","IfcColumn","Betonfertigteil normalfest"
"1598","IfcColumn","Betonfertigteil hochfest"
"1599","IfcColumn","Betonfertigteil normalfest"
"1599","IfcColumn","Betonfertigteil hochfest"
"1600","IfcColumn","Tiefbaubeton"
"1601","IfcColumn","Tiefbaubeton"
"1602","IfcColumn","Betonfertigteil normalfest"
"1602","IfcColumn","Betonfertigteil hochfest"
"1603","IfcColumn","Tiefbaubeton"
"1603","IfcColumn","Betonfertigteil normalfest"
"1604","IfcColumn","Betonfertigteil normalfest"
"1605","IfcColumn","Tiefbaubeton"
"1606","IfcColumn","Tiefbaubeton"
"1606","IfcColumn","Betonfertigteil normalfest"
"1607","IfcColumn","Tiefbaubeton"
"1608","IfcColumn","Betonfertigteil normalfest"
"1609","IfcColumn","Tiefbaubeton"
"1609","IfcColumn","Betonfertigteil normalfest"
"1610","IfcColumn","Tiefbaubeton"
"1611","IfcColumn","Betonfertigteil normalfest"
"1612","IfcColumn","Tiefbaubeton"
"1612","IfcColumn","Betonfertigteil hochfest"
"1613","IfcColumn","Betonfertigteil hochfest"
"1614","IfcColumn","Tiefbaubeton"
"1615","IfcColumn","Tiefbaubeton"
"1615","IfcColumn","Betonfertigteil hochfest"
"1616","IfcColumn","Tiefbaubeton"
"1617","IfcColumn","Betonfertigteil hochfest"
"1618","IfcColumn","Tiefbaubeton"
"1619","IfcColumn","Betonfertigteil normalfest"
"1620","IfcColumn","Betonfertigteil hochfest"
"1621","IfcColumn","Tiefbaubeton"
"1622","IfcColumn","Tiefbaubeton"
"1623","IfcColumn","Tiefbaubeton"
"1624","IfcColumn","Tiefbaubeton"
"1625","IfcColumn","Tiefbaubeton"
"1626","IfcColumn","Tiefbaubeton"
"1627","IfcColumn","Tiefbaubeton"
"1628","IfcColumn","Betonfertigteil normalfest"
"1629","IfcColumn","Betonfertigteil hochfest"
"1630","IfcColumn","Tiefbaubeton"
"1631","IfcColumn","Betonfertigteil normalfest"
"1632","IfcColumn","Stahlblech blank"
"1632","IfcColumn","Stahlprofil blank"
"1633","IfcColumn","Stahlblech blank"
"1633","IfcColumn","Stahlprofil blank"
"1634","IfcColumn","Stahlblech blank"
"1634","IfcColumn","Stahlprofil blank"
"1635","IfcColumn","Stahlblech blank"
"1635","IfcColumn","Stahlprofil blank"
"1636","IfcColumn","Stahlblech blank"
"1636","IfcColumn","Stahlprofil blank"
"1637","IfcColumn","Stahlblech blank"
"1637","IfcColumn","Stahlprofil blank"
"1638","IfcColumn","Stahlblech blank"
"1638","IfcColumn","Stahlprofil blank"
"1639","IfcColumn","Stahlblech blank"
"1639","IfcColumn","Stahlprofil blank"
"1640","IfcColumn","Stahlblech blank"
"1640","IfcColumn","Stahlprofil blank"
"1641","IfcColumn","Stahlblech blank"
"1641","IfcColumn","Stahlprofil blank"
"1642","IfcColumn","Stahlblech blank"
"1642","IfcColumn","Stahlprofil blank"
"1643","IfcCourse","Gussasphalt"
"1644","IfcCourse","Hartbeton einschichtig"
"1644","IfcCourse","Hartbeton zweischichtig"
"1644","IfcCourse","Tiefbaubeton"
"1644","IfcCourse","Betonfertigteil normalfest"
"1644","IfcCourse","Betonfertigteil hochfest"
"1645","IfcCourse","Betonfertigteil normalfest"
"1645","IfcCourse","Betonfertigteil hochfest"
"1646","IfcCourse","Hartbeton einschichtig"
"1646","IfcCourse","Hartbeton zweischichtig"
"1646","IfcCourse","Tiefbaubeton"
"1647","IfcCourse","Hartbeton einschichtig"
"1647","IfcCourse","Hartbeton zweischichtig"
"1647","IfcCourse","Tiefbaubeton"
"1648","IfcCourse","Betonfertigteil normalfest"
"1648","IfcCourse","Betonfertigteil hochfest"
"1649","IfcCourse","Magerbeton"
"1650","IfcCourse","Magerbeton"
"1651","IfcCourse","Magerbeton"
"1652","IfcCourse","Magerbeton"
"1653","IfcCourse","Hartbeton einschichtig"
"1653","IfcCourse","Hartbeton zweischichtig"
"1653","IfcCourse","Tiefbaubeton"
"1653","IfcCourse","Betonfertigteil normalfest"
"1654","IfcCourse","Hartbeton einschichtig"
"1654","IfcCourse","Hartbeton zweischichtig"
"1654","IfcCourse","Tiefbaubeton"
"1655","IfcCourse","Betonfertigteil normalfest"
"1656","IfcCourse","Hartbeton einschichtig"
"1656","IfcCourse","Hartbeton zweischichtig"
"1656","IfcCourse","Tiefbaubeton"
"1656","IfcCourse","Betonfertigteil normalfest"
"1657","IfcCourse","Hartbeton einschichtig"
"1657","IfcCourse","Hartbeton zweischichtig"
"1657","IfcCourse","Tiefbaubeton"
"1658","IfcCourse","Betonfertigteil normalfest"
"1659","IfcCourse","Hartbeton einschichtig"
"1659","IfcCourse","Hartbeton zweischichtig"
"1659","IfcCourse","Tiefbaubeton"
"1659","IfcCourse","Betonfertigteil normalfest"
"1660","IfcCourse","Hartbeton einschichtig"
"1660","IfcCourse","Hartbeton zweischichtig"
"1660","IfcCourse","Tiefbaubeton"
"1661","IfcCourse","Betonfertigteil normalfest"
"1662","IfcCourse","Hartbeton einschichtig"
"1662","IfcCourse","Hartbeton zweischichtig"
"1662","IfcCourse","Tiefbaubeton"
"1662","IfcCourse","Betonfertigteil hochfest"
"1663","IfcCourse","Betonfertigteil hochfest"
"1664","IfcCourse","Hartbeton einschichtig"
"1664","IfcCourse","Hartbeton zweischichtig"
"1664","IfcCourse","Tiefbaubeton"
"1665","IfcCourse","Hartbeton einschichtig"
"1665","IfcCourse","Hartbeton zweischichtig"
"1665","IfcCourse","Tiefbaubeton"
"1665","IfcCourse","Betonfertigteil hochfest"
"1666","IfcCourse","Hartbeton einschichtig"
"1666","IfcCourse","Hartbeton zweischichtig"
"1666","IfcCourse","Tiefbaubeton"
"1667","IfcCourse","Betonfertigteil hochfest"
"1668","IfcCourse","Hartbeton einschichtig"
"1668","IfcCourse","Hartbeton zweischichtig"
"1668","IfcCourse","Tiefbaubeton"
"1669","IfcCourse","Betonfertigteil hochfest"
"1670","IfcCourse","Hartbeton einschichtig"
"1670","IfcCourse","Hartbeton zweischichtig"
"1670","IfcCourse","Tiefbaubeton"
"1671","IfcCourse","Hartbeton einschichtig"
"1671","IfcCourse","Hartbeton zweischichtig"
"1671","IfcCourse","Tiefbaubeton"
"1672","IfcCourse","Hartbeton einschichtig"
"1672","IfcCourse","Hartbeton zweischichtig"
"1672","IfcCourse","Tiefbaubeton"
"1673","IfcCourse","Hartbeton einschichtig"
"1673","IfcCourse","Hartbeton zweischichtig"
"1673","IfcCourse","Tiefbaubeton"
"1674","IfcCourse","Hartbeton einschichtig"
"1674","IfcCourse","Hartbeton zweischichtig"
"1674","IfcCourse","Tiefbaubeton"
"1675","IfcCourse","Hartbeton einschichtig"
"1675","IfcCourse","Hartbeton zweischichtig"
"1675","IfcCourse","Tiefbaubeton"
"1676","IfcCourse","Betonfertigteil normalfest"
"1677","IfcCourse","Betonfertigteil normalfest"
"1678","IfcCourse","Betonfertigteil hochfest"
"1679","IfcCourse","Hartbeton einschichtig"
"1679","IfcCourse","Hartbeton zweischichtig"
"1679","IfcCourse","Tiefbaubeton"
"1680","IfcCourse","Betonfertigteil normalfest"
"1681","IfcCourse","Hartbeton einschichtig"
"1681","IfcCourse","Hartbeton zweischichtig"
"1681","IfcCourse","Tiefbaubeton"
"1682","IfcCourse","Dichtungsbahn bituminös"
"1683","IfcCourse","Sand"
"1683","IfcCourse","Rundkies"
"1683","IfcCourse","Kies gebrochen"
"1684","IfcCourse","Kies gebrochen"
"1684","IfcCourse","Rundkies"
"1685","IfcCourse","Kies gebrochen"
"1685","IfcCourse","Rundkies"
"1686","IfcCourse","Rundkies"
"1686","IfcCourse","Sand"
"1687","IfcCourse","Magerbeton"
"1688","IfcCourse","Magerbeton"
"1689","IfcCourse","Magerbeton"
"1690","IfcCourse","Backstein"
"1690","IfcCourse","Kalksandstein"
"1690","IfcCourse","Betonziegel"
"1691","IfcCourse","Kies gebrochen"
"1691","IfcCourse","Sand"
"1692","IfcCourse","Natursteinplatte geschnitten"
"1692","IfcCourse","Natursteinplatte geschliffen"
"1692","IfcCourse","Hartsandsteinplatte"
"1692","IfcCourse","Kalksteinplatte"
"1692","IfcCourse","Kunststeinplatte zementgebunden"
"1693","IfcCourse","Kies gebrochen"
"1694","IfcCourse","Hartbeton einschichtig"
"1694","IfcCourse","Hartbeton zweischichtig"
"1694","IfcCourse","Tiefbaubeton"
"1694","IfcCourse","Betonfertigteil normalfest"
"1694","IfcCourse","Betonfertigteil hochfest"
"1695","IfcCourse","Betonfertigteil normalfest"
"1695","IfcCourse","Betonfertigteil hochfest"
"1696","IfcCourse","Hartbeton einschichtig"
"1696","IfcCourse","Hartbeton zweischichtig"
"1696","IfcCourse","Tiefbaubeton"
"1697","IfcCourse","Hartbeton einschichtig"
"1697","IfcCourse","Hartbeton zweischichtig"
"1697","IfcCourse","Tiefbaubeton"
"1698","IfcCourse","Betonfertigteil normalfest"
"1698","IfcCourse","Betonfertigteil hochfest"
"1699","IfcCourse","Hartbeton einschichtig"
"1699","IfcCourse","Hartbeton zweischichtig"
"1699","IfcCourse","Tiefbaubeton"
"1699","IfcCourse","Betonfertigteil normalfest"
"1700","IfcCourse","Hartbeton einschichtig"
"1700","IfcCourse","Hartbeton zweischichtig"
"1700","IfcCourse","Tiefbaubeton"
"1701","IfcCourse","Betonfertigteil normalfest"
"1702","IfcCourse","Hartbeton einschichtig"
"1702","IfcCourse","Hartbeton zweischichtig"
"1702","IfcCourse","Tiefbaubeton"
"1702","IfcCourse","Betonfertigteil normalfest"
"1703","IfcCourse","Hartbeton einschichtig"
"1703","IfcCourse","Hartbeton zweischichtig"
"1703","IfcCourse","Tiefbaubeton"
"1704","IfcCourse","Betonfertigteil normalfest"
"1705","IfcCourse","Hartbeton einschichtig"
"1705","IfcCourse","Hartbeton zweischichtig"
"1705","IfcCourse","Tiefbaubeton"
"1705","IfcCourse","Betonfertigteil normalfest"
"1706","IfcCourse","Hartbeton einschichtig"
"1706","IfcCourse","Hartbeton zweischichtig"
"1706","IfcCourse","Tiefbaubeton"
"1707","IfcCourse","Betonfertigteil normalfest"
"1708","IfcCourse","Hartbeton einschichtig"
"1708","IfcCourse","Hartbeton zweischichtig"
"1708","IfcCourse","Tiefbaubeton"
"1708","IfcCourse","Betonfertigteil hochfest"
"1709","IfcCourse","Betonfertigteil hochfest"
"1710","IfcCourse","Hartbeton einschichtig"
"1710","IfcCourse","Hartbeton zweischichtig"
"1710","IfcCourse","Tiefbaubeton"
"1711","IfcCourse","Hartbeton einschichtig"
"1711","IfcCourse","Hartbeton zweischichtig"
"1711","IfcCourse","Tiefbaubeton"
"1711","IfcCourse","Betonfertigteil hochfest"
"1712","IfcCourse","Hartbeton einschichtig"
"1712","IfcCourse","Hartbeton zweischichtig"
"1712","IfcCourse","Tiefbaubeton"
"1713","IfcCourse","Betonfertigteil hochfest"
"1714","IfcCourse","Hartbeton einschichtig"
"1714","IfcCourse","Hartbeton zweischichtig"
"1714","IfcCourse","Tiefbaubeton"
"1715","IfcCourse","Betonfertigteil normalfest"
"1716","IfcCourse","Hartbeton einschichtig"
"1716","IfcCourse","Hartbeton zweischichtig"
"1716","IfcCourse","Tiefbaubeton"
"1717","IfcCourse","Hartbeton einschichtig"
"1717","IfcCourse","Hartbeton zweischichtig"
"1717","IfcCourse","Tiefbaubeton"
"1718","IfcCourse","Hartbeton einschichtig"
"1718","IfcCourse","Hartbeton zweischichtig"
"1718","IfcCourse","Tiefbaubeton"
"1719","IfcCourse","Betonfertigteil hochfest"
"1720","IfcCourse","Hartbeton einschichtig"
"1720","IfcCourse","Hartbeton zweischichtig"
"1720","IfcCourse","Tiefbaubeton"
"1721","IfcCourse","Hartbeton einschichtig"
"1721","IfcCourse","Hartbeton zweischichtig"
"1721","IfcCourse","Tiefbaubeton"
"1722","IfcCourse","Hartbeton einschichtig"
"1722","IfcCourse","Hartbeton zweischichtig"
"1722","IfcCourse","Tiefbaubeton"
"1723","IfcCourse","Hartbeton einschichtig"
"1723","IfcCourse","Hartbeton zweischichtig"
"1723","IfcCourse","Tiefbaubeton"
"1724","IfcCourse","Betonfertigteil normalfest"
"1725","IfcCourse","Betonfertigteil normalfest"
"1726","IfcCourse","Betonfertigteil hochfest"
"1727","IfcCourse","Hartbeton einschichtig"
"1727","IfcCourse","Hartbeton zweischichtig"
"1727","IfcCourse","Tiefbaubeton"
"1728","IfcCourse","Kies gebrochen"
"1728","IfcCourse","Rundkies"
"1729","IfcCourse","Hartbeton einschichtig"
"1729","IfcCourse","Hartbeton zweischichtig"
"1729","IfcCourse","Tiefbaubeton"
"1729","IfcCourse","Betonfertigteil normalfest"
"1729","IfcCourse","Betonfertigteil hochfest"
"1730","IfcCourse","Betonfertigteil normalfest"
"1730","IfcCourse","Betonfertigteil hochfest"
"1731","IfcCourse","Hartbeton einschichtig"
"1731","IfcCourse","Hartbeton zweischichtig"
"1731","IfcCourse","Tiefbaubeton"
"1732","IfcCourse","Hartbeton einschichtig"
"1732","IfcCourse","Hartbeton zweischichtig"
"1732","IfcCourse","Tiefbaubeton"
"1733","IfcCourse","Betonfertigteil normalfest"
