model,pipeline_variant,cross_encoder_model,query_id,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,expected_rank,top1_correct,hit@1,hit@10,hit@20,hit@30,hit@50,mrr@10,ndcg@10,map@10,recall@10,top10_materials,top10_scores
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,83,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettsperrholz,0.712465,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.189083,0.060317,0.285714,Brettsperrholz | Brettschichtholz | Balkenschichtholz | Furniersperrholz | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Holzwolle-Leichtbauplatte zementgebunden | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.712465 | 0.675392 | 0.670355 | 0.647412 | 0.565465 | 0.493759 | 0.435575 | 0.388050 | 0.386252 | 0.367732
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,84,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.742093,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Chromstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.742093 | 0.674614 | 0.645249 | 0.393543 | 0.371356 | 0.335331 | 0.304482 | 0.303743 | 0.302851 | 0.299897
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,85,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettsperrholz,0.712465,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.189083,0.060317,0.285714,Brettsperrholz | Brettschichtholz | Balkenschichtholz | Furniersperrholz | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Holzwolle-Leichtbauplatte zementgebunden | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.712465 | 0.675392 | 0.670355 | 0.647412 | 0.565465 | 0.493759 | 0.435575 | 0.388050 | 0.386252 | 0.367732
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,86,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.742093,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Chromstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.742093 | 0.674614 | 0.645249 | 0.393543 | 0.371356 | 0.335331 | 0.304482 | 0.303743 | 0.302851 | 0.299897
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,87,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettsperrholz,0.712465,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.189083,0.060317,0.285714,Brettsperrholz | Brettschichtholz | Balkenschichtholz | Furniersperrholz | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Holzwolle-Leichtbauplatte zementgebunden | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.712465 | 0.675392 | 0.670355 | 0.647412 | 0.565465 | 0.493759 | 0.435575 | 0.388050 | 0.386252 | 0.367732
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,88,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettsperrholz,0.712465,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.189083,0.060317,0.285714,Brettsperrholz | Brettschichtholz | Balkenschichtholz | Furniersperrholz | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Holzwolle-Leichtbauplatte zementgebunden | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.712465 | 0.675392 | 0.670355 | 0.647412 | 0.565465 | 0.493759 | 0.435575 | 0.388050 | 0.386252 | 0.367732
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,89,IfcMember Brettschichtholz,3- und 5-Schicht Massivholzplatte | Balkenschichtholz | Brettschichtholz | Brettsperrholz | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,3- und 5-Schicht Massivholzplatte | Balkenschichtholz | Brettschichtholz | Brettsperrholz | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,6,Brettschichtholz,0.843423,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.853481,0.730159,0.833333,Brettschichtholz | Balkenschichtholz | Brettsperrholz | Furniersperrholz | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Holzwolle-Leichtbauplatte zementgebunden | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt,0.843423 | 0.786777 | 0.775331 | 0.698439 | 0.652555 | 0.562055 | 0.424160 | 0.418350 | 0.406036 | 0.404819
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,90,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettsperrholz,0.712465,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.189083,0.060317,0.285714,Brettsperrholz | Brettschichtholz | Balkenschichtholz | Furniersperrholz | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Holzwolle-Leichtbauplatte zementgebunden | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.712465 | 0.675392 | 0.670355 | 0.647412 | 0.565465 | 0.493759 | 0.435575 | 0.388050 | 0.386252 | 0.367732
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,91,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.742093,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Chromstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.742093 | 0.674614 | 0.645249 | 0.393543 | 0.371356 | 0.335331 | 0.304482 | 0.303743 | 0.302851 | 0.299897
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,92,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettsperrholz,0.712465,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.189083,0.060317,0.285714,Brettsperrholz | Brettschichtholz | Balkenschichtholz | Furniersperrholz | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Holzwolle-Leichtbauplatte zementgebunden | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.712465 | 0.675392 | 0.670355 | 0.647412 | 0.565465 | 0.493759 | 0.435575 | 0.388050 | 0.386252 | 0.367732
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,93,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.742093,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Chromstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.742093 | 0.674614 | 0.645249 | 0.393543 | 0.371356 | 0.335331 | 0.304482 | 0.303743 | 0.302851 | 0.299897
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,94,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettsperrholz,0.712465,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.189083,0.060317,0.285714,Brettsperrholz | Brettschichtholz | Balkenschichtholz | Furniersperrholz | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Holzwolle-Leichtbauplatte zementgebunden | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.712465 | 0.675392 | 0.670355 | 0.647412 | 0.565465 | 0.493759 | 0.435575 | 0.388050 | 0.386252 | 0.367732
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,95,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.742093,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Chromstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.742093 | 0.674614 | 0.645249 | 0.393543 | 0.371356 | 0.335331 | 0.304482 | 0.303743 | 0.302851 | 0.299897
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,96,IfcMember Stahl,Armierungsstahl,Armierungsstahl,1,Stahlblech blank,0.742093,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.386853,0.200000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Chromstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.742093 | 0.674614 | 0.645249 | 0.393543 | 0.371356 | 0.335331 | 0.304482 | 0.303743 | 0.302851 | 0.299897
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,97,IfcMember Litze,Armierungsstahl,Armierungsstahl,1,Phenolharz PF,0.371111,76,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Phenolharz PF | Messing-/Baubronzeblech | Brettschichtholz | Brettsperrholz | Betonziegel | Kupferblech blank | Heissbitumen | Backstein | Balkenschichtholz | Holzwolle-Leichtbauplatte zementgebunden,0.371111 | 0.336652 | 0.324030 | 0.292759 | 0.289269 | 0.281068 | 0.273676 | 0.272440 | 0.272038 | 0.270337
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,98,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.742093,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Chromstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.742093 | 0.674614 | 0.645249 | 0.393543 | 0.371356 | 0.335331 | 0.304482 | 0.303743 | 0.302851 | 0.299897
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,99,IfcMember Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.636256,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Glasfaserbeton | Magerbeton | Hartbeton einschichtig | Hartbeton zweischichtig | Bohrpfahlbeton | Betonziegel | Betonfertigteil normalfest | Betonfertigteil hochfest | 2K-Fliessbelag Epoxidharz,0.636256 | 0.566984 | 0.506133 | 0.481845 | 0.473903 | 0.424333 | 0.411135 | 0.376878 | 0.345237 | 0.341387
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,100,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.742093,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Chromstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.742093 | 0.674614 | 0.645249 | 0.393543 | 0.371356 | 0.335331 | 0.304482 | 0.303743 | 0.302851 | 0.299897
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,101,IfcMember Stahl,Stahlprofil blank | Armierungsstahl,Stahlprofil blank | Armierungsstahl,2,Stahlblech blank,0.742093,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.624051,0.450000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Chromstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.742093 | 0.674614 | 0.645249 | 0.393543 | 0.371356 | 0.335331 | 0.304482 | 0.303743 | 0.302851 | 0.299897
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,102,IfcMember Litze,Stahlprofil blank | Armierungsstahl,Stahlprofil blank | Armierungsstahl,2,Phenolharz PF,0.371111,39,False,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,Phenolharz PF | Messing-/Baubronzeblech | Brettschichtholz | Brettsperrholz | Betonziegel | Kupferblech blank | Heissbitumen | Backstein | Balkenschichtholz | Holzwolle-Leichtbauplatte zementgebunden,0.371111 | 0.336652 | 0.324030 | 0.292759 | 0.289269 | 0.281068 | 0.273676 | 0.272440 | 0.272038 | 0.270337
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,103,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.742093,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Chromstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.742093 | 0.674614 | 0.645249 | 0.393543 | 0.371356 | 0.335331 | 0.304482 | 0.303743 | 0.302851 | 0.299897
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,104,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettsperrholz,0.712465,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.189083,0.060317,0.285714,Brettsperrholz | Brettschichtholz | Balkenschichtholz | Furniersperrholz | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Holzwolle-Leichtbauplatte zementgebunden | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.712465 | 0.675392 | 0.670355 | 0.647412 | 0.565465 | 0.493759 | 0.435575 | 0.388050 | 0.386252 | 0.367732
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,105,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettsperrholz,0.712465,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.189083,0.060317,0.285714,Brettsperrholz | Brettschichtholz | Balkenschichtholz | Furniersperrholz | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Holzwolle-Leichtbauplatte zementgebunden | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.712465 | 0.675392 | 0.670355 | 0.647412 | 0.565465 | 0.493759 | 0.435575 | 0.388050 | 0.386252 | 0.367732
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,106,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.742093,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Chromstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.742093 | 0.674614 | 0.645249 | 0.393543 | 0.371356 | 0.335331 | 0.304482 | 0.303743 | 0.302851 | 0.299898
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,107,IfcMember Litze,Stahlprofil blank | Armierungsstahl,Stahlprofil blank | Armierungsstahl,2,Phenolharz PF,0.371111,39,False,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,Phenolharz PF | Messing-/Baubronzeblech | Brettschichtholz | Brettsperrholz | Betonziegel | Kupferblech blank | Heissbitumen | Backstein | Balkenschichtholz | Holzwolle-Leichtbauplatte zementgebunden,0.371111 | 0.336652 | 0.324030 | 0.292759 | 0.289269 | 0.281068 | 0.273676 | 0.272440 | 0.272038 | 0.270337
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,108,IfcMember Stahl,Stahlprofil blank | Armierungsstahl,Stahlprofil blank | Armierungsstahl,2,Stahlblech blank,0.742093,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.624051,0.450000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Armierungsstahl | Chromstahlblech blank | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.742093 | 0.674614 | 0.645249 | 0.393543 | 0.371356 | 0.335331 | 0.304482 | 0.303743 | 0.302851 | 0.299897
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,109,IfcMember Litze,Stahlprofil blank | Armierungsstahl,Stahlprofil blank | Armierungsstahl,2,Phenolharz PF,0.371111,39,False,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,Phenolharz PF | Messing-/Baubronzeblech | Brettschichtholz | Brettsperrholz | Betonziegel | Kupferblech blank | Heissbitumen | Backstein | Balkenschichtholz | Holzwolle-Leichtbauplatte zementgebunden,0.371111 | 0.336652 | 0.324030 | 0.292759 | 0.289269 | 0.281068 | 0.273676 | 0.272440 | 0.272038 | 0.270337
