model,query,expected_material_input,expected_material_resolved,predicted_top1,predicted_top1_score,expected_rank,expected_score,top1_correct,top5_correct,topk_materials,topk_scores
google/embeddinggemma-300m,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Schlitzwand 800,0.480430,28,0.376121,False,False,Baugrubensicherung Schlitzwand 800 | Bohrpfahlbeton | Baugrubensicherung Schlitzwand 400 | Gusseisen | Tiefbaubeton,0.480430 | 0.463321 | 0.439834 | 0.432892 | 0.426313
intfloat/multilingual-e5-large,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845146,73,0.801144,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche kammergetrocknet rau | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Betonfertigteil hochfest,0.845146 | 0.842768 | 0.841930 | 0.840517 | 0.839581
intfloat/multilingual-e5-large,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845146,73,0.801144,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche kammergetrocknet rau | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Betonfertigteil hochfest,0.845146 | 0.842768 | 0.841930 | 0.840517 | 0.839581
intfloat/multilingual-e5-large,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.840271,54,0.809714,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Massivholz Buche Eiche kammergetrocknet rau | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.840271 | 0.838367 | 0.836971 | 0.834973 | 0.834647
intfloat/multilingual-e5-large,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.840271,54,0.809714,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Massivholz Buche Eiche kammergetrocknet rau | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.840271 | 0.838367 | 0.836971 | 0.834973 | 0.834647
intfloat/multilingual-e5-large,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.840271,54,0.809714,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Massivholz Buche Eiche kammergetrocknet rau | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.840271 | 0.838367 | 0.836971 | 0.834973 | 0.834647
intfloat/multilingual-e5-large,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.840271,54,0.809714,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Massivholz Buche Eiche kammergetrocknet rau | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.840271 | 0.838367 | 0.836971 | 0.834973 | 0.834647
intfloat/multilingual-e5-large,IfcBeam GIRDER_SEGMENT Randbord Beton NPK G Test-Kommentar Ortbeton,Tiefbaubeton,Tiefbaubeton,Tiefgründung Ortbetonbohrpfahl 900,0.840979,29,0.819220,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonbohrpfahl 700 | Baukleber Einbettmörtel organisch | Baugrubensicherung Spundwand auskragend,0.840979 | 0.836050 | 0.834971 | 0.834305 | 0.834073
intfloat/multilingual-e5-large,IfcReinforcingBar SHEAR Bügel B500B,Armierungsstahl,Armierungsstahl,Massivholz Buche Eiche kammergetrocknet rau,0.836132,79,0.787768,False,False,Massivholz Buche Eiche kammergetrocknet rau | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche kammergetrocknet gehobelt | Betonfertigteil hochfest | Tiefgründung Ortbetonbohrpfahl 700,0.836132 | 0.835884 | 0.834534 | 0.832303 | 0.831231
intfloat/multilingual-e5-large,IfcReinforcingBar MAIN 1. Lage B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845080,67,0.800104,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Massivholz Buche Eiche kammergetrocknet rau,0.845080 | 0.843367 | 0.842594 | 0.839037 | 0.838453
intfloat/multilingual-e5-large,IfcReinforcingBar unterer Stab B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 700,0.854934,50,0.806758,False,False,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Mikrobohrpfahl,0.854934 | 0.852979 | 0.849632 | 0.845462 | 0.835895
intfloat/multilingual-e5-large,IfcBeam EDGEBEAM Randbord Beton NPK G Randträger bewehrt Ortbeton,Tiefbaubeton,Tiefbaubeton,Tiefgründung Ortbetonbohrpfahl 900,0.852848,24,0.835179,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Spundwand auskragend,0.852848 | 0.850818 | 0.849964 | 0.849946 | 0.847739
intfloat/multilingual-e5-large,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.887590,2,0.887191,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.887590 | 0.887191 | 0.881034 | 0.867575 | 0.866768
intfloat/multilingual-e5-large,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.887590,2,0.887191,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.887590 | 0.887191 | 0.881034 | 0.867575 | 0.866768
intfloat/multilingual-e5-large,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.887590,2,0.887191,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.887590 | 0.887191 | 0.881034 | 0.867575 | 0.866768
intfloat/multilingual-e5-large,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.887590,2,0.887191,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.887590 | 0.887191 | 0.881034 | 0.867575 | 0.866768
intfloat/multilingual-e5-large,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.887590,2,0.887191,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.887590 | 0.887191 | 0.881034 | 0.867575 | 0.866768
intfloat/multilingual-e5-large,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.887590,2,0.887191,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.887590 | 0.887191 | 0.881034 | 0.867575 | 0.866768
intfloat/multilingual-e5-large,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.887590,2,0.887191,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.887590 | 0.887191 | 0.881034 | 0.867575 | 0.866768
intfloat/multilingual-e5-large,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.887590,2,0.887191,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.887590 | 0.887191 | 0.881034 | 0.867575 | 0.866768
intfloat/multilingual-e5-large,IfcPile BORED Betonpfahl Beton NPK F Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,0.896238,1,0.896238,True,True,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.896238 | 0.875835 | 0.871641 | 0.852011 | 0.851912
intfloat/multilingual-e5-large,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 700,0.887590,2,0.887191,False,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.887590 | 0.887191 | 0.881034 | 0.867575 | 0.866768
intfloat/multilingual-e5-large,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845146,73,0.801144,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche kammergetrocknet rau | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Betonfertigteil hochfest,0.845146 | 0.842768 | 0.841930 | 0.840517 | 0.839581
intfloat/multilingual-e5-large,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.840271,54,0.809714,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Massivholz Buche Eiche kammergetrocknet rau | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.840271 | 0.838367 | 0.836971 | 0.834973 | 0.834647
intfloat/multilingual-e5-large,IfcPile BORED Bohrpfahl Beton D600 600 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,0.891835,1,0.891835,True,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Bohrpfahlbeton,0.891835 | 0.888769 | 0.886481 | 0.874270 | 0.872401
intfloat/multilingual-e5-large,IfcFooting STRIP_FOOTING Fundament Magerbeton 100*1200 Ortbeton,Magerbeton,Magerbeton,Tiefgründung Ortbetonbohrpfahl 1200,0.890121,4,0.855820,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Magerbeton | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.890121 | 0.869423 | 0.867894 | 0.855820 | 0.847545
intfloat/multilingual-e5-large,IfcBeam PIERCAP Pfahlkopf Beton NPK G Pfahlkopf-Fundament Ortbeton,Tiefbaubeton,Tiefbaubeton,Bohrpfahlbeton,0.853263,25,0.828556,False,False,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Vorgefertigter Betonpfahl,0.853263 | 0.851732 | 0.850013 | 0.850002 | 0.842751
intfloat/multilingual-e5-large,IfcFooting STRIP_FOOTING Fundament Beton NPK G Ausführung Pilgerschritt Ortbeton,Tiefbaubeton,Tiefbaubeton,Tiefgründung Ortbetonbohrpfahl 900,0.855641,24,0.821745,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Vorgefertigter Betonpfahl,0.855641 | 0.852548 | 0.851124 | 0.846237 | 0.841456
intfloat/multilingual-e5-large,IfcCovering Abdichtung Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,0.848109,1,0.848109,True,True,2K-Fliessbelag Epoxidharz | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | Baugrubensicherung Spundwand auskragend,0.848109 | 0.847216 | 0.847123 | 0.845277 | 0.843861
intfloat/multilingual-e5-large,IfcSlab FLOOR Fahrbahnplatte Beton NPK D Brückenplatte Ortbeton,Tiefbaubeton,Tiefbaubeton,Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich,0.859507,23,0.830166,False,False,Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden,0.859507 | 0.858362 | 0.854504 | 0.853035 | 0.850081
intfloat/multilingual-e5-large,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845529,70,0.797494,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.845529 | 0.845039 | 0.845007 | 0.844748 | 0.839796
intfloat/multilingual-e5-large,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845529,70,0.797494,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.845529 | 0.845039 | 0.845007 | 0.844748 | 0.839796
intfloat/multilingual-e5-large,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845529,70,0.797494,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.845529 | 0.845039 | 0.845007 | 0.844748 | 0.839796
intfloat/multilingual-e5-large,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845529,70,0.797494,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.845529 | 0.845039 | 0.845007 | 0.844748 | 0.839796
intfloat/multilingual-e5-large,IfcReinforcingBar MAIN 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Spundwand auskragend,0.845777,72,0.794212,False,False,Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Massivholz Buche Eiche kammergetrocknet rau,0.845777 | 0.843837 | 0.843688 | 0.842687 | 0.840616
intfloat/multilingual-e5-large,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845529,70,0.797494,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.845529 | 0.845039 | 0.845007 | 0.844748 | 0.839796
intfloat/multilingual-e5-large,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845529,70,0.797494,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.845529 | 0.845039 | 0.845007 | 0.844748 | 0.839796
intfloat/multilingual-e5-large,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845529,70,0.797494,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.845529 | 0.845039 | 0.845007 | 0.844748 | 0.839796
intfloat/multilingual-e5-large,IfcWall RETAININGWALL Rühlwand Fertigteil,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,0.883561,1,0.883561,True,True,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Spundwand verankert,0.883561 | 0.874504 | 0.869981 | 0.864333 | 0.862121
intfloat/multilingual-e5-large,IfcWall RETAININGWALL Widerlagerwand Nord Beton NPK G über Pfahlkopfriegel Ortbeton,Tiefbaubeton,Tiefbaubeton,Tiefgründung Ortbetonbohrpfahl 900,0.848856,37,0.819583,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.848856 | 0.848490 | 0.847404 | 0.846422 | 0.845852
intfloat/multilingual-e5-large,IfcWall RETAININGWALL Widerlagerwand Süd Beton NPK G Süd Ortbeton,Tiefbaubeton,Tiefbaubeton,Baugrubensicherung Spundwand auskragend,0.860867,27,0.832192,False,False,Baugrubensicherung Spundwand auskragend | Baugrubensicherung Spundwand verankert | Baugrubensicherung Rühlwand auskragend | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,0.860867 | 0.852192 | 0.850641 | 0.850435 | 0.848305
intfloat/multilingual-e5-large,IfcWall RETAININGWALL Bohrpfahlwand Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand verankert,0.888756,3,0.876400,False,True,Baugrubensicherung Bohrpfahlwand verankert | Bohrpfahlbeton | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonbohrpfahl 900,0.888756 | 0.880131 | 0.876400 | 0.875987 | 0.874322
intfloat/multilingual-e5-large,IfcReinforcingBar Wendel unten B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.860954,72,0.798424,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Mikrobohrpfahl,0.860954 | 0.858776 | 0.855170 | 0.850541 | 0.844811
intfloat/multilingual-e5-large,IfcReinforcingBar Wendel mitte B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.844909,78,0.789528,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Massivholz Buche Eiche kammergetrocknet rau | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.844909 | 0.840443 | 0.838364 | 0.837507 | 0.836774
intfloat/multilingual-e5-large,IfcReinforcingBar Wendel oben B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.853686,74,0.798169,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Betonfertigteil hochfest | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.853686 | 0.850135 | 0.846492 | 0.846449 | 0.844089
intfloat/multilingual-e5-large,IfcReinforcingBar Längsarmierung B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.851945,43,0.819493,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Massivholz Buche Eiche kammergetrocknet rau | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.851945 | 0.850772 | 0.847395 | 0.844107 | 0.843636
intfloat/multilingual-e5-large,IfcReinforcingBar Wendelbewehrung B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.848384,57,0.804488,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonbohrpfahl 1200,0.848384 | 0.844733 | 0.843576 | 0.843002 | 0.842337
intfloat/multilingual-e5-large,IfcWall RETAININGWALL Bohrpfahlwand Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand verankert,0.888756,3,0.876400,False,True,Baugrubensicherung Bohrpfahlwand verankert | Bohrpfahlbeton | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonbohrpfahl 900,0.888756 | 0.880131 | 0.876400 | 0.875987 | 0.874322
intfloat/multilingual-e5-large,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845529,70,0.797494,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.845529 | 0.845039 | 0.845007 | 0.844748 | 0.839796
intfloat/multilingual-e5-large,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845529,70,0.797494,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.845529 | 0.845039 | 0.845007 | 0.844748 | 0.839796
intfloat/multilingual-e5-large,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845529,70,0.797494,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.845529 | 0.845039 | 0.845007 | 0.844748 | 0.839796
intfloat/multilingual-e5-large,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845529,70,0.797494,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.845529 | 0.845039 | 0.845007 | 0.844748 | 0.839796
intfloat/multilingual-e5-large,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.845529,70,0.797494,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.845529 | 0.845039 | 0.845007 | 0.844748 | 0.839796
